,explained_event_id,original_prediction,counterfactual_prediction,achieves_counterfactual_explanation,cf_example_event_ids,cf_example_absolute_importances,cf_example_raw_importances,oracle_calls,candidate_size,candidates,cf_example_step,encountered_cf_examples,init_duration,oracle_call_duration,explanation_duration,total_duration,prediction_explanation_events_only
10,34904,6.979183197021484,6.531278133392334,False,[33384. 34885.],[0.28478384 0.16312122],[0.28478384 0.44790506],301,64,"[31229 31238 31241 31246 31260 31311 31322 32270 32292 32325 32334 32336
 32337 32400 32411 32421 32430 32713 32717 32744 32748 32751 32752 32757
 32776 32789 32794 32799 32800 32810 32839 32844 32846 32866 32869 32882
 32885 32909 32912 32913 32925 32939 32941 33384 33437 33653 33848 33849
 33852 33857 33858 33866 33869 34867 34868 34872 34873 34877 34882 34883
 34885 34888 34895 34904]",301,0,642676,121037675077,358880348,121396555425,5.001669406890869
11,34912,5.367610454559326,4.698693752288818,False,[34897. 34903.],[0.33690214 0.33201456],[0.33690214 0.6689167 ],301,64,"[31683 31714 31717 31727 32689 32699 32726 32728 32743 32828 32871 32880
 32888 32901 32928 32964 32967 32969 32973 32994 32997 33006 33036 33055
 33066 33211 33214 33227 33235 33253 33281 33339 33387 33392 33400 33401
 33434 33481 33507 33520 33535 33539 33541 33593 33594 33625 33630 33638
 33640 33649 33659 33662 33669 33715 34610 34618 34632 34703 34840 34892
 34897 34903 34907 34912]",301,0,649248,136983355783,359984246,137343340029,7.854879379272461
12,35094,5.959347724914551,4.726860046386719,False,[34842. 35081.],[-0.46226311  1.69475079],[-0.46226311  1.23248768],301,64,"[29136 29141 29245 29248 29404 29412 29416 29468 29487 29497 29506 29513
 29520 29527 29609 29636 29662 29711 29745 29813 29838 29848 29893 29897
 29909 29929 29933 29936 29937 29948 29960 29971 29973 30034 30040 30045
 30054 30085 30106 30110 30179 30181 33488 33567 33664 34275 34338 34429
 34459 34464 34486 34488 34498 34506 34517 34520 34523 34842 35029 35059
 35069 35071 35081 35094]",301,0,646316,140226475356,360884979,140587360335,8.885772705078125
13,35305,6.157915115356445,1.6116650104522705,False,[23361. 35289. 35263. 35244. 35229.],[0.11272717 2.90748858 0.31793118 0.43089128 0.7772119 ],[0.11272717 3.02021575 3.33814692 3.7690382  4.5462501 ],301,64,"[23344 23347 23355 23361 23557 23777 23826 24025 24248 24776 25037 25038
 25208 25211 25798 25833 25978 26053 26509 26526 26640 26865 27031 27206
 27277 27773 27897 28761 28882 29366 29740 29896 30407 30484 30499 31319
 31382 31451 31489 31606 32291 32621 32899 32961 33417 33563 33657 33793
 33867 34093 34106 34387 34755 35019 35061 35191 35196 35199 35223 35229
 35244 35263 35289 35305]",301,0,653481,172909896331,425428681,173335325012,6.318594932556152
14,35473,6.632401466369629,4.949298858642578,False,[33982. 35351.],[0.66435432 1.01874828],[0.66435432 1.68310261],301,64,"[19015 19027 19036 19058 19066 19192 19209 19230 19243 19251 19271 19277
 19301 19327 19351 19387 19400 19424 19440 19448 19535 19584 19614 23097
 23351 23386 23413 23418 23421 23456 23514 23532 23579 23693 23728 23757
 23761 23780 23830 23842 23855 23929 23951 23981 24000 24026 24051 24080
 33824 33829 33841 33881 33982 34051 35113 35144 35184 35260 35351 35374
 35385 35398 35411 35473]",301,0,646500,161129726685,359168268,161488894953,5.99674129486084
15,35691,8.571786880493164,2.8015434741973877,False,[35665. 35685. 35683.],[0.2098856  1.87952232 3.68083549],[0.2098856  2.08940792 5.77024341],301,64,"[32713 32717 32744 32748 32751 32752 32757 32776 32789 32794 32799 32800
 32810 32839 32844 32846 32866 32869 32882 32885 32899 32909 32912 32913
 32925 32939 32941 32961 33417 33563 33571 33657 33793 33867 34093 34106
 34279 34364 34371 34379 34380 34383 34385 34387 34391 34441 34450 34465
 34643 34648 34653 34755 34811 35019 35061 35263 35286 35485 35501 35665
 35667 35683 35685 35691]",301,0,667400,130736562016,442417931,131178979947,8.990094184875488
16,35796,6.030449867248535,-2.783438205718994,True,[35762. 35773.],[2.71805215 6.09583592],[2.71805215 8.81388807],301,64,"[28132 28134 28142 28153 28163 28173 28188 28215 28219 28235 28238 28241
 28399 28415 28423 28485 28504 28523 28527 28530 28535 28541 28577 28678
 28690 28726 28736 28742 28747 28758 29056 29070 29078 29101 29182 29194
 29205 29215 29757 29762 30618 30628 30682 30687 30707 30892 30906 30950
 31127 31283 31695 31702 31704 31706 31725 31756 32114 32123 32171 35035
 35509 35762 35773 35796]",2,1,651706,145180047746,390719013,145570766759,5.919985771179199
17,35866,3.055067539215088,0.1808028221130371,False,[33456. 35835. 35579. 35557. 35417. 34784. 34701.],"[ 0.72032261  1.86184901 -0.12404299  0.21428764  0.17569026  0.00439957
  0.02175862]","[0.72032261 2.58217162 2.45812863 2.67241627 2.84810653 2.8525061
 2.87426472]",301,64,"[32564 32566 32577 32613 32618 32686 32830 32853 32868 32877 32883 32893
 32935 32938 32952 32953 32974 32976 33018 33022 33077 33078 33079 33081
 33082 33085 33086 33088 33145 33190 33244 33306 33310 33313 33320 33348
 33352 33367 33370 33412 33423 33424 33445 33456 33466 33485 33634 33639
 33783 33786 33788 33800 33802 33820 33826 33828 34560 34701 34784 35417
 35557 35579 35835 35866]",301,0,636794,128629656676,542131708,129171788384,3.662163734436035
18,35920,3.880575656890869,-0.90869140625,True,[35899. 35912. 35917. 35909.],[ 0.4126358   1.74563158 -0.27781403  2.90881371],[0.4126358  2.15826738 1.88045335 4.78926706],301,64,"[33855 33867 33959 34070 34093 34106 34141 34149 34266 34279 34364 34387
 34401 34440 34444 34465 34547 34549 34551 34558 34564 34569 34571 34576
 34581 34586 34606 34643 34653 34755 34760 34772 34774 34811 34817 34870
 34997 35019 35061 35068 35073 35077 35107 35111 35188 35250 35263 35286
 35323 35501 35728 35745 35829 35832 35848 35890 35899 35900 35901 35908
 35909 35912 35917 35920]",228,1,620645,148394581251,416630569,148811211820,7.8714399337768555
19,36232,6.28852653503418,5.093086242675781,False,[34197. 36200.],[0.35196352 0.84347677],[0.35196352 1.19544029],301,63,"[   14    23   175   184   585   744  1020  1045  1121  1122  1191  1222
  1309  1325  3001 17621 17711 17895 18261 20368 20395 20409 20421 20432
 20437 20480 20564 20624 28888 28894 28918 28941 29362 30769 30890 30903
 30914 30923 30931 31243 31901 31911 31924 32028 32264 32390 32455 32464
 32495 32503 32522 32541 33795 33864 34197 34241 34375 34597 34603 36015
 36166 36200 36232]",301,0,656411,164227025373,365627281,164592652654,6.08039665222168
20,36431,8.025127410888672,5.724574089050293,False,[35717. 36420. 36427.],[0.672719   0.02610207 1.60173225],[0.672719   0.69882107 2.30055332],301,64,"[35261 35263 35269 35272 35273 35275 35276 35285 35299 35302 35304 35328
 35330 35354 35361 35386 35392 35401 35422 35429 35451 35457 35482 35515
 35559 35563 35566 35568 35582 35597 35607 35611 35612 35617 35619 35621
 35625 35633 35638 35643 35646 35671 35699 35709 35717 35744 35749 35787
 35790 35792 35857 35916 35922 35956 35963 35970 36094 36097 36245 36352
 36360 36420 36427 36431]",301,0,627524,124490874161,362561066,124853435227,7.469728469848633
21,36727,6.764506816864014,3.7296035289764404,False,[25467. 32698. 36725. 31946. 29934.],"[ 6.64086342e-02 -2.02751160e-03  2.71697831e+00  2.15275288e-02
  2.32016325e-01]",[0.06640863 0.06438112 2.78135943 2.80288696 3.03490329],301,26,"[ 3621  4397  4550  5023  8572  9110  9183 12415 12448 12469 16878 22133
 25467 25472 25473 25477 25498 25512 25518 25522 26580 29934 31946 32698
 36725 36727]",301,0,593218,110579354089,582781698,111162135787,7.790101051330566
22,37319,6.528507709503174,4.8321428298950195,False,[37301. 37307. 37314.],[ 0.08870745 -0.0371995   1.64485693],[0.08870745 0.05150795 1.69636488],301,64,"[29896 29996 30132 30138 30382 30407 30484 30499 30520 30676 30694 31029
 31048 31165 31197 31319 31382 31411 31451 31489 31557 31606 32291 32512
 32615 32621 32899 32961 32980 33417 33563 33657 33793 33867 34058 34093
 34106 34387 34431 34586 34606 34755 35019 35061 35263 35501 35829 35848
 35890 35980 35991 36013 36305 36352 36516 36790 36868 36935 37033 37301
 37303 37307 37314 37319]",301,0,626245,177180636023,416144308,177596780331,6.7759294509887695
23,37348,7.198355674743652,2.3609325885772705,False,[37299. 37280.],[3.57654667 1.26087642],[3.57654667 4.83742309],301,64,"[33671 33676 33683 33686 33704 33713 33723 33726 33740 33902 33934 33953
 33968 33992 34031 34073 34130 34135 34153 34173 34193 34227 34231 34239
 34246 34250 34260 34267 34277 34289 34299 34360 34367 34381 34382 34386
 34407 34410 34427 34478 34795 34798 35533 35824 35941 35992 36070 36218
 36501 36589 36893 37017 37233 37245 37253 37254 37256 37258 37272 37280
 37291 37299 37323 37348]",301,0,621222,140183744981,454304957,140638049938,4.952296257019043
24,37352,2.278958559036255,0.014892581850290298,False,[30143. 37318. 37312. 37267.],[0.37885261 0.51079369 0.59827304 0.77614665],[0.37885261 0.88964629 1.48791933 2.26406598],301,64,"[29740 29896 30143 30152 30407 30499 31483 31564 32063 32270 32292 32325
 32334 32336 32337 32400 32411 32421 32430 32486 32489 32713 32717 32744
 32748 32751 32752 32757 32769 32776 32789 32794 32799 32800 32810 32839
 32844 32846 32866 32869 32882 32885 32909 32912 32913 32925 32939 32941
 34504 34755 35501 35829 35902 35991 36321 36516 36750 36756 36876 37033
 37267 37312 37318 37352]",301,0,625426,157784614598,891515445,158676130043,4.602743625640869
25,37487,8.487646102905273,5.818696975708008,False,[37482. 37484.],[0.63466978 2.03427935],[0.63466978 2.66894913],301,64,"[37050 37051 37059 37063 37073 37077 37087 37094 37102 37108 37119 37126
 37169 37171 37174 37176 37198 37201 37208 37230 37232 37237 37244 37248
 37263 37265 37270 37271 37278 37283 37288 37289 37293 37296 37298 37300
 37305 37313 37324 37325 37330 37332 37333 37335 37339 37342 37351 37353
 37357 37362 37363 37368 37370 37373 37375 37381 37383 37386 37388 37391
 37393 37482 37484 37487]",301,0,651677,102757641961,368508081,103126150042,8.67187786102295
26,37773,7.829411029815674,3.344200372695923,False,[32297. 37768.],[0.26190233 4.22330832],[0.26190233 4.48521066],301,64,"[28882 28943 29301 29366 29473 29740 29787 29896 30407 30484 30499 31319
 31382 31438 31451 31489 31547 31606 31780 31891 31929 31944 31951 32291
 32297 32482 32621 32899 32961 33154 33262 33417 33563 33657 33793 33867
 34093 34106 34367 34368 34372 34387 34616 34639 34658 34755 35019 35061
 35263 35501 35829 35848 35890 35991 36305 36352 36516 36868 36869 37033
 37350 37446 37768 37773]",301,0,648853,173610449831,427128044,174037577875,8.634037971496582
27,38347,5.252307891845703,-0.40795081853866577,True,[38339. 36772. 38288.],[4.77549934 0.25198957 0.63276979],[4.77549934 5.02748892 5.66025871],301,37,"[ 1193  2885  4862  7813  7842  8775  9786  9802 10274 10526 10685 10858
 10880 10909 10954 11424 11471 16492 17585 24562 28696 36650 36747 36752
 36769 36771 36772 36775 36794 36819 36821 37539 38288 38322 38328 38339
 38347]",149,5,607722,500528961007,715332220,501244293227,6.004981994628906
28,38504,8.427262306213379,6.742007255554199,False,[38312. 38492.],[1.36153698 0.32371807],[1.36153698 1.68525505],301,64,"[32794 32799 32800 32810 32839 32844 32846 32866 32869 32882 32885 32909
 32912 32913 32925 32939 32941 33026 33063 33143 33154 33217 37775 37816
 38015 38019 38048 38057 38058 38065 38088 38090 38101 38104 38133 38135
 38136 38146 38167 38190 38217 38221 38226 38233 38250 38256 38273 38291
 38295 38302 38312 38369 38373 38374 38379 38420 38438 38441 38444 38454
 38483 38486 38492 38504]",301,0,628615,126499124971,355391276,126854516247,10.755363464355469
29,38864,3.195065498352051,1.9416106939315796,False,[35092. 38214. 38850.],[ 1.24651837 -0.01677799  0.02371442],[1.24651837 1.22974038 1.2534548 ],301,64,"[33611 33657 33793 33867 34070 34093 34106 34149 34266 34387 34586 34606
 34755 34983 35019 35061 35092 35114 35183 35263 35501 35728 35829 35848
 35890 35954 35958 35991 36004 36009 36012 36013 36305 36352 36358 36501
 36516 36517 36520 36790 36849 36868 37033 37137 37227 37350 37446 37868
 37938 38060 38081 38171 38214 38216 38274 38431 38442 38476 38480 38489
 38774 38815 38850 38864]",301,0,637666,158335855208,367023720,158702878928,5.497234344482422
30,38912,7.626015663146973,1.0736489295959473,False,"[38902. 38910. 38906. 38888. 38850. 38813. 38794. 38780. 38703. 38274.
 38214.]","[ 1.23359680e-01  6.09582901e-01  5.47194743e+00  4.42190170e-02
  7.33523369e-02  0.00000000e+00  1.59692764e-03 -5.87701797e-04
  0.00000000e+00  2.04293728e-01  2.46024132e-02]","[0.12335968 0.73294258 6.20489001 6.24910903 6.32246137 6.32246137
 6.32405829 6.32347059 6.32347059 6.52776432 6.55236673]",301,64,"[33323 33324 33326 33345 33356 33372 33373 33383 33398 33657 33668 33674
 33885 34070 34149 34158 34161 34234 34236 34266 34368 34372 34586 34606
 35019 35061 35728 35829 35848 35954 35958 36013 36352 36358 36516 36790
 36849 36868 37137 37194 37227 37257 37281 37421 37429 37446 37526 37531
 37704 37868 37965 38060 38214 38274 38703 38780 38794 38813 38850 38888
 38902 38906 38910 38912]",301,0,637508,148285166972,503662691,148788829663,8.887269020080566
31,39567,7.069404602050781,1.8266279697418213,False,[31332. 39565. 39552.],[-0.02260971  4.81511831  0.45026803],[-0.02260971  4.7925086   5.24277663],301,64,"[28653 28858 29339 29478 29481 29641 29642 29747 29750 30651 30670 30678
 31021 31239 31312 31332 32077 33207 33234 33243 33338 33442 33939 33941
 33945 33994 34102 34108 34109 34113 34120 34163 34255 34261 34530 34532
 34619 34626 34635 34986 35031 35048 35054 35064 35065 35235 35367 35542
 35587 36620 36637 36641 36654 36717 36731 36738 36977 37093 37419 39181
 39182 39552 39565 39567]",301,0,629314,145890207261,472260315,146362467576,9.15970516204834
32,39665,4.95750617980957,2.7819247245788574,False,[37252. 38591. 39534.],[ 1.8441577  -0.16290545  0.49432921],[1.8441577  1.68125224 2.17558146],301,64,"[ 3558  3563  3568  3591  6010  6021  6026  6036  6038  6114  6121  6129
  6146  6163  6174  6196  8478  8534  8556 10100 10112 10117 10127 10151
 10169 10171 10184 10189 13860 13865 13868 13880 28333 28348 28355 28356
 28364 33915 33940 33954 34126 37178 37180 37181 37215 37252 37268 37275
 37286 37297 37374 38498 38529 38532 38555 38586 38588 38591 39073 39154
 39325 39359 39534 39665]",301,0,663434,142517507934,361516280,142879024214,5.729557991027832
33,39787,5.729171276092529,4.678552627563477,False,[39625. 39747.],[0.58290672 0.46771193],[0.58290672 1.05061865],301,64,"[13428 13439 13444 13466 13476 13489 13511 13513 13524 15342 15363 15368
 16267 26536 26537 26558 26565 27914 35435 35453 35490 35496 35507 35593
 35596 35606 35650 35760 35821 35828 35842 35846 35862 37953 37964 37995
 38031 38053 38469 38475 38491 38495 38517 38520 39333 39369 39390 39422
 39429 39461 39480 39485 39488 39512 39587 39606 39615 39625 39664 39676
 39683 39688 39747 39787]",301,0,633609,147049296808,369218297,147418515105,5.721750259399414
34,39979,5.354144096374512,2.3633899688720703,False,[39930. 39964. 39971. 39950.],[-0.78781748 -0.03037691  3.03302097  0.77592754],[-0.78781748 -0.81819439  2.21482658  2.99075413],301,64,"[37568 37569 37574 37576 37578 37582 37585 37588 37593 37597 37602 37609
 37615 37616 37617 37619 37622 37637 37641 37763 37771 38091 38092 38113
 38583 38637 38658 38681 38688 38724 38799 38812 38824 39237 39393 39400
 39489 39497 39547 39593 39661 39673 39674 39680 39681 39682 39684 39685
 39700 39702 39707 39709 39715 39730 39892 39904 39912 39914 39920 39930
 39950 39964 39971 39979]",301,0,645231,121460660096,479917803,121940577899,7.729005336761475
35,40432,8.056828498840332,4.296327590942383,False,[40211. 40416. 40428. 40413.],[0.02253628 0.36922789 2.27761364 1.0911231 ],[0.02253628 0.39176416 2.6693778  3.76050091],301,31,"[39319 39324 39328 39331 39337 39339 39340 39344 39345 39348 39352 39385
 39396 39397 39399 39401 39418 39424 39427 39530 40142 40143 40209 40211
 40239 40240 40242 40413 40416 40428 40432]",301,0,594251,92147045734,325659561,92472705295,9.903468132019043
36,41588,6.7822723388671875,0.030758503824472427,False,[37387. 41585. 41558. 41369.],[0.04010963 1.85004759 4.50235808 0.35899853],[0.04010963 1.89015722 6.3925153  6.75151384],301,64,"[32912 32913 32925 32939 32941 33779 33783 33820 33826 33828 34560 35905
 37364 37387 37399 37410 37425 37437 37476 37673 38063 38067 38629 38630
 38718 38742 38756 38770 38794 38813 38816 38819 38821 38830 38834 38892
 38894 38898 38900 38902 38928 38934 38942 38943 38945 38946 38950 38952
 38966 38982 38991 39086 39092 39093 39102 39103 39108 39109 40514 40765
 41369 41558 41585 41588]",301,0,626024,128788096701,493767861,129281864562,7.978300094604492
37,42077,6.893798828125,3.6720242500305176,False,[41778. 42056. 42032. 42023.],[0.24423552 1.72464323 0.82511187 0.42778397],[0.24423552 1.96887875 2.79399061 3.22177458],301,64,"[29122 29158 29173 29566 29578 29764 29871 29873 29908 29918 31602 31630
 34574 34600 34601 34622 34803 34871 34916 34921 36549 36555 36611 36639
 36645 36706 36708 36739 36786 36851 36877 36918 38945 38962 40167 40624
 40640 40653 40685 40709 40868 40871 40899 41354 41363 41385 41408 41422
 41433 41465 41490 41673 41746 41750 41769 41778 41967 41970 41987 42010
 42023 42032 42056 42077]",301,0,632711,154400092263,478337330,154878429593,6.797364234924316
38,42428,7.744646072387695,4.946900844573975,False,[16890. 42335. 42413. 42408.],[0.72957087 0.33780909 1.5706358  0.15972948],[0.72957087 1.06737995 2.63801575 2.79774523],301,23,"[16787 16798 16807 16819 16825 16833 16840 16850 16858 16860 16871 16874
 16890 42335 42356 42364 42375 42386 42391 42399 42408 42413 42428]",301,0,577604,88477242288,329814309,88807056597,8.418307304382324
39,42888,7.63835334777832,6.606616497039795,False,[42874. 42886.],[-0.59583759  1.62757444],[-0.59583759  1.03173685],301,64,"[38817 38875 39027 39037 39860 40022 40236 40363 40389 40505 40750 40775
 40872 40917 41071 41086 41177 41182 41185 41186 41187 41191 41197 41204
 41213 41273 41305 41375 41860 41871 41883 41887 41890 41922 42326 42334
 42458 42565 42566 42622 42667 42675 42683 42692 42749 42754 42755 42770
 42776 42781 42795 42798 42806 42807 42815 42818 42831 42838 42858 42869
 42874 42880 42886 42888]",301,0,633488,138055891151,354885669,138410776820,7.971131324768066
40,43011,6.676496982574463,-1.3155524730682373,True,[43001.],[7.99204946],[7.99204946],63,64,"[20243 20924 20925 20982 20992 24591 24597 24821 24839 24844 24982 25041
 25716 25798 26664 26724 26764 26769 31927 32113 32119 33975 35239 35242
 35265 35722 35761 35765 35782 38162 38437 38741 38754 38760 38764 38771
 38773 38784 38859 38868 38895 38913 38941 38944 38953 38975 38993 39005
 39012 39016 39029 39039 39051 39057 39068 39566 40822 40885 42281 42703
 42706 42719 43001 43011]",0,1,628424,41199768257,46189117,41245957374,8.061919212341309
41,43286,7.04243278503418,3.447384834289551,False,[39478. 43281. 43200. 43178. 43173.],[ 0.13102293  2.62496519  0.61536407 -0.55910873  0.78280449],[0.13102293 2.75598812 3.3713522  2.81224346 3.59504795],301,64,"[37143 37151 38629 38630 38718 38734 38735 38742 38749 38756 38761 38770
 38794 38813 38816 38819 38821 38830 38834 38846 38892 38894 38898 38900
 38902 38928 38934 38942 38943 38945 38946 38950 38952 38966 38982 38991
 39086 39092 39093 39102 39103 39108 39109 39413 39420 39426 39436 39452
 39454 39467 39478 39483 39495 39500 39502 39510 39523 39531 43170 43173
 43178 43200 43281 43286]",301,0,642518,113400038805,409231863,113809270668,7.535843849182129
42,43372,6.173946857452393,0.01401234045624733,False,[31019. 43370. 43152.],[-1.06743622  5.85865653  1.36871421],[-1.06743622  4.79122031  6.15993452],301,64,"[31003 31012 31019 31103 31183 31212 31503 31507 31667 31765 32090 32602
 32662 32700 32704 32719 32742 32767 32774 32808 32813 33845 33850 33855
 34551 34558 34581 34817 35073 35077 35188 35323 35745 35829 35832 35899
 35900 35901 35909 35912 35920 36323 36395 36531 36543 36785 36907 37011
 37022 38109 38711 39026 39439 40004 40149 40243 40386 40512 40526 41396
 41400 43152 43370 43372]",301,0,633152,154564379526,495590669,155059970195,9.032694816589355
43,43430,2.3392140865325928,1.5141750574111938,False,[43405. 43413.],[0.60435593 0.2206831 ],[0.60435593 0.82503903],301,64,"[42611 42673 42674 42679 42682 42685 42686 42732 42779 42780 42783 42786
 42789 42791 42793 42813 42814 42816 42817 42828 42873 42921 42947 42949
 42977 42984 42985 42989 42997 43002 43005 43013 43015 43019 43020 43027
 43033 43141 43145 43146 43148 43159 43161 43162 43164 43167 43176 43184
 43188 43190 43202 43206 43212 43218 43245 43334 43336 43405 43411 43413
 43415 43418 43420 43430]",301,0,641068,112198385801,357176274,112555562075,-3.2118635177612305
44,43632,8.174199104309082,5.017730712890625,False,[43621. 43625. 43630. 43623.],[-6.87763214e-01 -9.53674316e-07  2.78436470e+00  1.05986786e+00],[-0.68776321 -0.68776417  2.09660053  3.15646839],301,64,"[38683 38693 38709 38712 38719 38721 38738 38739 38746 38755 38762 38772
 38775 38791 38800 38802 38808 38815 38832 38835 38847 38882 38883 38885
 38901 38904 38908 38917 38922 38926 38929 38933 38936 38938 39019 39113
 39171 39190 39306 39367 39472 39496 40016 40646 41195 41432 41563 41992
 42051 42455 42834 43423 43516 43517 43520 43591 43594 43599 43609 43621
 43623 43625 43630 43632]",301,0,629889,127783471245,576918938,128360390183,7.50338077545166
45,44508,4.484428405761719,4.04042387008667,False,[43476. 44481.],[0.39231348 0.05169106],[0.39231348 0.44400454],301,64,"[43282 43303 43323 43351 43359 43399 43435 43455 43476 43505 43533 43566
 44096 44100 44102 44125 44140 44149 44151 44152 44154 44159 44162 44182
 44183 44195 44198 44210 44233 44238 44247 44250 44251 44255 44292 44308
 44312 44316 44318 44320 44331 44335 44342 44345 44346 44348 44357 44401
 44411 44413 44429 44437 44446 44453 44456 44457 44458 44460 44472 44481
 44498 44499 44504 44508]",301,0,647805,119112163286,350961084,119463124370,5.554295539855957
