,explained_event_id,original_prediction,counterfactual_prediction,achieves_counterfactual_explanation,cf_example_event_ids,cf_example_absolute_importances,cf_example_raw_importances,oracle_calls,candidate_size,candidates,cf_example_step,encountered_cf_examples,init_duration,oracle_call_duration,explanation_duration,total_duration,prediction_explanation_events_only
16,37401,-5.0586090087890625,-3.64523983001709,False,[33007. 31054.],[1.25593686 0.15743232],[1.25593686 1.41336918],301,64,"[31024 31032 31033 31037 31043 31045 31050 31054 31130 31184 31399 31404
 31405 31516 31535 31539 31793 32480 33007 33008 33009 33012 33015 33016
 33029 33034 33039 33040 33043 33044 33046 33048 33051 33052 33057 33116
 33305 33463 33560 33966 33972 34315 34592 35868 36108 36278 36298 36302
 36336 36712 36765 36779 36782 36788 36809 36814 36826 36882 36888 37068
 37153 37212 37316 37401]",301,0,1079132,136290916037,487856520,136778772557,-2.6384332180023193
17,37406,1.5581891536712646,-0.876594603061676,True,[37395.],[2.43478376],[2.43478376],298,64,"[35948 35951 35967 35983 35986 36007 36017 36020 36064 36066 36074 36096
 36112 36119 36125 36143 36170 36191 36208 36213 36214 36230 36346 36351
 36361 36380 36408 36414 36450 36465 36491 36497 36503 36609 36617 36619
 36633 36638 36643 36714 36726 36741 36845 36847 36857 36859 36883 36901
 36940 37001 37007 37049 37064 37096 37099 37190 37269 37274 37320 37322
 37344 37349 37395 37406]",297,1,1033468,175763025954,996905353,176759931307,-7.386999130249023
18,37539,-3.236586093902588,-1.9894952774047852,False,[37282. 35935.],[1.10681558 0.14027524],[1.10681558 1.24709082],301,64,"[34386 34432 34560 34655 34701 34784 34795 34798 35417 35533 35557 35579
 35824 35881 35905 35935 35941 35959 35992 36040 36070 36098 36218 36328
 36374 36498 36501 36534 36589 36650 36680 36683 36747 36752 36755 36759
 36763 36769 36770 36771 36772 36775 36778 36782 36794 36812 36819 36821
 36829 36833 36878 36911 36930 36971 37019 37044 37061 37065 37091 37123
 37261 37282 37382 37539]",301,0,1096622,152178703021,501709193,152680412214,-0.4409114718437195
19,38228,-3.4166088104248047,-1.6042293310165405,False,[29104. 24923. 24920.],[1.50739825 0.26238489 0.04259634],[1.50739825 1.76978314 1.81237948],301,64,"[24920 24922 24923 24981 24991 25014 25015 25029 25036 25039 25047 25065
 25072 25078 25082 25093 25100 25102 25141 25171 25201 25203 25206 25223
 25226 25318 25502 25524 26201 26331 27951 28281 28576 28590 29104 29125
 29238 29267 29286 29306 29308 29313 29318 29325 29327 29329 30441 30451
 30459 31504 33238 33410 33443 33474 33569 34654 34755 35578 36719 36895
 37018 37627 37738 38228]",301,0,1096820,148394325237,694228988,149088554225,-0.27256345748901367
20,38496,-4.699341773986816,0.1940932273864746,True,[38490.],[4.893435],[4.893435],63,64,"[34821 34870 34905 34915 35028 35170 35174 35186 35198 35200 35202 35208
 35219 35221 35263 35286 35295 35417 35501 35829 35848 36005 36010 36022
 36029 36034 36044 36050 36095 36103 36111 36122 36244 36326 36516 36521
 36790 36856 36867 36897 37033 37124 37142 37156 37257 37282 37334 37404
 37556 37691 37692 37725 37810 37868 37938 37977 37998 38024 38171 38214
 38274 38443 38490 38496]",62,1,30080684,34708630758,101471669,34810102427,-7.324084281921387
21,38708,-1.2827651500701904,0.6281498074531555,True,[33171. 28765. 28861.],[0.62649119 0.36006692 0.92435685],[0.62649119 0.98655811 1.91091496],301,64,"[28765 28861 28945 28955 28957 32270 32292 32325 32334 32336 32337 32400
 32411 32421 32430 32628 32632 32713 32717 32744 32748 32751 32752 32757
 32776 32789 32794 32799 32800 32810 32839 32844 32846 32866 32869 32882
 32885 32909 32912 32913 32925 32939 32941 33171 33925 33926 34111 34466
 34468 34477 34479 35585 35591 35594 35663 35783 37965 38383 38387 38474
 38629 38630 38691 38708]",287,3,1085165,200095021551,771434160,200866455711,-0.9912989139556885
22,38931,-0.5620169043540955,0.952033519744873,True,[31884.],[1.51405042],[1.51405042],63,64,"[29809 29814 29820 29821 29832 29840 29855 29861 29878 29914 29946 29996
 30130 30205 30233 30270 30276 30289 30333 30335 30382 30520 30549 30694
 31184 31197 31367 31411 31884 32382 32568 32817 32955 32980 33067 33194
 34070 34149 34158 34161 34234 34236 34266 34586 34606 35728 35954 35958
 36013 36358 36790 36849 37137 37227 37868 38177 38214 38274 38321 38348
 38648 38698 38850 38931]",28,3,1088987,47642397746,136774872,47779172618,-0.6790566444396973
23,39007,-0.5202770233154297,0.2807244658470154,True,[27740. 38108.  8653.],[0.35403347 0.13588679 0.31108123],[0.35403347 0.48992026 0.80100149],301,30,"[  545  2015  2403  4424  5533  5555  8653 19149 21444 22926 24993 25012
 26925 27740 27743 28809 29140 31947 32490 32493 32498 33156 34946 34949
 34974 34984 35604 38108 38239 39007]",278,8,1105456,1648141448990,514775560,1648656224550,-1.5213298797607422
24,39315,-0.9967484474182129,1.2344956398010254,True,[39280.],[2.23124409],[2.23124409],109,64,"[31980 32291 32621 32899 32961 33417 33563 33657 33793 33867 33977 34064
 34093 34106 34128 34349 34359 34361 34387 34513 34755 34880 34930 34943
 35019 35061 35263 35501 35829 35848 35890 35991 36254 36268 36305 36348
 36352 36516 36629 36868 37033 37089 37112 37350 37446 37938 38060 38171
 38306 38308 38360 38442 38489 38815 38926 38933 39019 39113 39169 39171
 39190 39280 39306 39315]",107,6,1039181,89624574118,247978414,89872552532,-2.1566314697265625
25,39821,-1.2430319786071777,-0.1414339542388916,False,[13394. 13378. 13308. 13299.],[-1.3353312   1.63889569  0.46782243  0.3302111 ],[-1.3353312   0.30356449  0.77138692  1.10159802],255,9,[13299 13308 13330 13345 13373 13378 13394 13423 39821],255,0,1104159,68252444277,86107257695,154359701972,-0.4409114718437195
26,39936,-0.370250940322876,0.24232947826385498,True,[29233.],[0.61258042],[0.61258042],63,64,"[14242 14246 14257 14260 14271 14308 14324 14332 14344 14395 14605 14612
 14621 14623 15083 15110 20266 20270 20294 22581 22588 22591 26595 26631
 26632 27272 27284 27289 28908 28912 28974 28988 29000 29011 29014 29021
 29023 29026 29027 29030 29118 29123 29153 29175 29181 29233 31239 31312
 31332 33234 33243 33338 34102 34108 34113 34120 35057 35119 35126 39610
 39612 39616 39830 39936]",45,1,1080740,39655618242,73411261,39729029503,-0.4409114718437195
27,40181,-3.470338821411133,-0.19274607300758362,False,[39496.],[3.27759275],[3.27759275],301,64,"[37446 37454 37457 37463 37470 37472 37491 37494 37498 37501 37508 37514
 37516 37530 37540 37547 37550 37552 37558 37564 37573 37577 37579 37592
 37595 37603 37610 37612 37614 37620 37624 37631 37635 37642 37644 37646
 37651 37654 37656 37661 37664 37680 37862 37938 38060 38171 38442 38489
 38815 38926 38933 39019 39113 39171 39190 39306 39367 39425 39472 39496
 39498 39955 40016 40181]",301,0,1123551,126629060169,4528059079,131157119248,0.18226975202560425
28,40625,-1.1768661737442017,0.3849611282348633,True,[40572.],[1.5618273],[1.5618273],141,64,"[39139 39140 39155 39166 39171 39190 39194 39246 39306 39312 39323 39335
 39367 39382 39391 39395 39403 39440 39472 39491 39496 39590 39714 39746
 39754 39791 39794 39825 39880 39915 39924 39934 39942 39943 39952 40016
 40145 40153 40176 40178 40188 40199 40256 40267 40271 40275 40281 40284
 40291 40323 40325 40332 40386 40408 40435 40454 40477 40480 40482 40486
 40488 40545 40572 40625]",140,5,1070171,80277386085,333483977,80610870062,-2.852909564971924
29,40926,-8.601293563842773,-4.4837493896484375,False,[40925. 39940.],[4.0664382  0.05110598],[4.0664382  4.11754417],301,64,"[39662 39670 39680 39681 39685 39700 39702 39707 39709 39715 39904 39912
 39914 39920 39929 39930 39938 39940 39947 39950 39964 39971 39979 39993
 39994 40011 40016 40021 40036 40049 40052 40055 40071 40081 40097 40116
 40119 40187 40198 40215 40245 40253 40269 40282 40339 40377 40394 40395
 40401 40414 40448 40601 40654 40659 40683 40691 40692 40718 40740 40831
 40833 40907 40925 40926]",301,0,1083314,124231417462,521003279,124752420741,-9.239595413208008
30,41043,-0.9343804121017456,-0.1930065155029297,False,[41008. 36575.],[0.64409697 0.09727693],[0.64409697 0.7413739 ],301,64,"[35923 35929 35949 35952 36003 36053 36148 36282 36469 36564 36575 36610
 36665 36925 37066 37204 37225 37321 37341 37481 37486 37634 37645 37918
 37966 38017 38029 38121 38122 38158 38192 38200 38247 39645 39784 39793
 39795 40122 40130 40131 40296 40384 40506 40523 40529 40531 40534 40536
 40540 40542 40693 40725 40727 40728 40733 40738 40742 40865 40894 40898
 40904 41008 41012 41043]",301,0,1087784,145062072553,855601013,145917673566,-0.4409114718437195
31,41426,-1.651463508605957,-1.173363447189331,False,[41034.],[0.47810006],[0.47810006],301,64,"[39847 39849 39852 39864 39867 39873 39880 39881 39900 39908 39919 39943
 39975 39976 39980 40016 40153 40235 40336 40381 40386 40646 40686 40696
 40697 40698 40700 40708 40713 40717 40732 40745 40748 40782 40786 40790
 40792 40796 40819 40820 40908 40912 40914 40952 41006 41017 41020 41034
 41037 41055 41057 41064 41070 41073 41087 41102 41195 41247 41256 41286
 41319 41345 41376 41426]",301,0,1096779,127687406540,500175089,128187581629,-0.4409114718437195
32,41428,-0.4369398057460785,-0.4369398057460785,False,[],[],[],301,64,"[37479 37803 37867 37868 37869 37872 37874 37898 37917 38178 38189 38214
 38231 38241 38274 38362 38375 38382 38385 38435 38440 38458 38522 38622
 38807 38850 39027 39037 39440 39590 39880 40004 40153 40386 40662 40663
 40666 40668 40671 40677 40679 40687 40696 40697 40700 40736 40805 40820
 40952 41023 41070 41177 41182 41185 41187 41191 41213 41247 41264 41273
 41305 41349 41361 41428]",301,0,1087579,146620301998,494631137,147114933135,-0.4409114718437195
33,41449,-2.7771530151367188,-0.8567650318145752,False,[39658. 39576. 37133. 37137. 37154. 37161.],[1.35143733 0.33097529 0.09523571 0.         0.09075034 0.05198932],[1.35143733 1.68241262 1.77764833 1.77764833 1.86839867 1.92038798],301,64,"[37133 37137 37154 37161 37203 37219 37227 37336 37371 37420 37446 37479
 37868 38214 38274 38756 38794 38813 38834 38850 38902 38943 39019 39086
 39113 39440 39472 39551 39562 39570 39572 39576 39580 39585 39590 39605
 39655 39658 39686 39737 39880 39986 40016 40153 40159 40201 40274 40278
 40346 40354 40372 40381 40386 40711 40736 40819 40952 41070 41185 41187
 41247 41264 41336 41449]",301,0,1084827,156185668026,550810441,156736478467,-2.052696704864502
34,42300,-0.7473406791687012,0.7127065658569336,True,"[40609. 38372. 38390. 38419. 38450. 38456. 38461. 38464. 38497. 38518.
 38525. 38794. 38811.]","[ 4.95792657e-01  0.00000000e+00 -7.01248646e-05  1.11788511e-04
 -1.17734075e-03  2.95902640e-02  6.35437667e-03  1.43535137e-01
 -1.56497955e-03  0.00000000e+00 -1.44886971e-03 -1.39312148e-02
  8.02855551e-01]","[0.49579266 0.49579266 0.49572253 0.49583432 0.49465698 0.52424724
 0.53060162 0.67413676 0.67257178 0.67257178 0.67112291 0.65719169
 1.46004725]",301,64,"[38372 38390 38419 38450 38456 38461 38464 38497 38518 38525 38794 38811
 38813 38834 38850 38902 38943 39019 39062 39073 39113 39202 39325 39440
 39472 39517 39556 39589 39590 39646 39804 39847 39849 39852 39864 39867
 39873 39880 40004 40016 40123 40153 40386 40595 40597 40603 40609 40646
 40736 40949 40952 41070 41247 41264 41547 41702 41811 42051 42083 42089
 42250 42269 42291 42300]",92,1,1065432,155321775600,810448113,156132223713,-1.4626752138137817
35,42811,-0.7445615530014038,1.438524603843689,True,[42684.],[2.18308616],[2.18308616],74,64,"[39361 39365 39367 39472 39496 39624 39804 40016 40072 40093 40101 40646
 40696 40697 40700 40765 40820 40917 40957 40963 40983 41177 41187 41195
 41319 41345 41399 41419 41421 41426 41432 41444 41476 41563 41915 41931
 41941 41992 42051 42348 42406 42430 42443 42455 42470 42479 42495 42498
 42502 42509 42530 42554 42560 42569 42582 42640 42678 42680 42684 42688
 42704 42710 42795 42811]",69,2,3629407,44489254147,97684404,44586938551,1.8314579725265503
36,42879,-0.4409114420413971,-0.4409114420413971,False,[],[],[],0,1,[42879],0,0,906297,0,1991551,1991551,-0.4409114718437195
37,43238,-0.653614342212677,-0.020958568900823593,False,[42405. 40670. 40664. 40736.],[ 0.60448164 -0.00566381  0.01823136  0.01560658],[0.60448164 0.59881783 0.61704919 0.63265577],301,64,"[40661 40664 40670 40736 40756 40770 40791 40809 40886 40952 40980 40993
 41016 41021 41026 41030 41070 41137 41143 41247 41260 41264 41331 41404
 41411 41547 41575 41590 41600 41630 41702 41703 41739 41869 41874 41949
 41973 42051 42089 42173 42201 42206 42211 42212 42213 42219 42250 42279
 42291 42348 42405 42455 42458 42478 42561 42608 42803 42819 42822 42934
 43024 43182 43201 43238]",301,0,28099424,151112587105,807482455,151920069560,-0.4409114718437195
38,43433,-2.5668787956237793,-0.5626430511474609,False,"[43392. 40524. 40216. 40218. 40221. 40223. 40243. 40386. 40512. 40526.
 40533. 40535. 40539. 40543. 40546. 40550. 40552. 40618. 40646. 40736.
 40952. 41066. 41070. 41195. 41247. 41264. 41321.]","[ 1.89788151e+00  3.21366787e-02  4.49419022e-04 -8.05997849e-03
 -1.54016018e-02  3.93223763e-03 -6.75158501e-02 -8.39221478e-02
 -8.07881355e-04  1.64167523e-01 -8.84664059e-03 -1.66532993e-02
 -4.91749048e-02 -1.84938908e-02  8.91957283e-02 -8.84373188e-02
  1.15753770e-01 -4.11254168e-02  0.00000000e+00  6.10756874e-03
 -2.73072720e-03  6.14775419e-02  1.93142891e-02  0.00000000e+00
 -1.19209290e-07  1.49891376e-02  1.19209290e-07]","[1.89788151 1.93001819 1.93046761 1.92240763 1.90700603 1.91093826
 1.84342241 1.75950027 1.75869238 1.92285991 1.91401327 1.89735997
 1.84818506 1.82969117 1.9188869  1.83044958 1.94620335 1.90507793
 1.90507793 1.9111855  1.90845478 1.96993232 1.98924661 1.98924661
 1.98924649 2.00423563 2.00423574]",301,64,"[40216 40218 40221 40223 40243 40386 40512 40524 40526 40533 40535 40539
 40543 40546 40550 40552 40618 40646 40736 40952 41066 41070 41195 41247
 41264 41321 41328 41338 41339 41343 41396 41400 41432 41447 41547 41563
 41702 41992 41998 42004 42021 42038 42051 42089 42250 42291 42374 42442
 42449 42455 42561 42608 42803 42822 42834 43152 43153 43187 43370 43372
 43384 43392 43423 43433]",301,0,1089161,142856011357,1471462606,144327473963,-0.7178171873092651
39,43462,-1.1041054725646973,-0.4409114420413971,False,[31282. 31276. 31141.],[-0.88736582  0.397192    1.15336785],[-0.88736582 -0.49017382  0.66319403],7,4,[31141 31276 31282 43462],7,0,929417,1834082260,15196265,1849278525,-1.1041055917739868
40,43766,-4.470593452453613,-2.0677833557128906,False,[43616. 28441.],[1.90883541 0.49397469],[1.90883541 2.4028101 ],301,64,"[22369 22957 22976 23100 26508 26535 26540 26563 28403 28441 28455 28487
 28490 28499 28502 28508 28547 28550 28553 28556 28567 28580 28599 29727
 29730 29732 29741 29746 29749 32483 32836 33483 33610 33621 34156 34168
 34170 34176 34183 34192 35233 37699 38743 43414 43438 43442 43461 43465
 43470 43473 43478 43489 43492 43522 43530 43543 43562 43576 43616 43628
 43645 43648 43655 43766]",301,0,1055880,136056404265,523485689,136579889954,-0.8850151896476746
41,43970,-4.2109479904174805,0.4251708984375,True,[33621. 28490. 26563. 28403. 28441. 28487.],[ 1.67243743  1.02359688 -0.29709613  0.6701026   1.06180069  0.50527743],[1.67243743 2.69603431 2.39893818 3.06904078 4.13084146 4.63611889],301,64,"[26563 28403 28441 28455 28487 28490 28499 28502 28508 28547 28550 28553
 28556 28567 28580 28599 29727 29730 29732 29741 29746 29749 32483 32836
 33483 33610 33621 34156 34168 34170 34176 34183 34192 35233 37699 38743
 43414 43438 43442 43461 43465 43470 43473 43478 43489 43492 43522 43530
 43543 43562 43576 43616 43628 43645 43648 43655 43766 43777 43805 43841
 43848 43905 43925 43970]",291,3,1096932,167315305450,711450828,168026756278,-2.0873186588287354
42,44300,-0.11591541767120361,0.5366404056549072,True,[43934.],[0.65255582],[0.65255582],63,64,"[43519 43528 43532 43534 43547 43555 43625 43664 43666 43737 43785 43793
 43822 43825 43839 43845 43856 43860 43879 43884 43901 43928 43934 43946
 43948 43955 43967 43973 44019 44021 44024 44027 44030 44032 44040 44071
 44073 44074 44075 44080 44081 44082 44086 44090 44094 44119 44137 44145
 44147 44149 44150 44151 44175 44189 44194 44199 44200 44224 44242 44244
 44251 44254 44255 44300]",22,1,1075404,57496446392,72877846,57569324238,0.8107184171676636
